"Species","Species_raw","measure_class","Measure","Units","Value_canonical","raw_value","raw_unit","Source","first_author","Year","Team","role"
"Proechimys longicaudatus","Proechimys longicaudatus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Proechimys gardneri","Proechimys gardneri","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Proechimys magdalenae","Proechimys magdalenae","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Proechimys brevicauda","Proechimys brevicauda","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thrichomys inermis","Thrichomys inermis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thrichomys pachyurus","Thrichomys pachyurus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thrichomys apereoides","Thrichomys apereoides","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys paratus","Trinomys paratus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys dimidiatus","Trinomys dimidiatus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys gratiosus","Trinomys gratiosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys iheringi","Trinomys iheringi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys mirapitanga","Trinomys mirapitanga","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys moojeni","Trinomys moojeni","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys myosuros","Trinomys myosuros","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys eliasi","Trinomys eliasi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys yonenagae","Trinomys yonenagae","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys albispinus","Trinomys albispinus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Trinomys setosus","Trinomys setosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylomys peruanus","Dactylomys peruanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylomys dactylinus","Dactylomys dactylinus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dactylomys boliviensis","Dactylomys boliviensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kannabateomys amblyonyx","Kannabateomys amblyonyx","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Olallamys edax","Olallamys edax","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Olallamys albicauda","Olallamys albicauda","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Boromys offella","Boromys offella","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Boromys torrei","Boromys torrei","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Brotomys contractus","Brotomys contractus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Brotomys voratus","Brotomys voratus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Heteropsomys insulans","Heteropsomys insulans","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Heteropsomys antillensis","Heteropsomys antillensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thryonomys gregorianus","Thryonomys gregorianus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Thryonomys swinderianus","Thryonomys swinderianus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chaetomys subspinosus","Chaetomys subspinosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Coendou rothschildi","Coendou rothschildi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Coendou prehensilis","Coendou prehensilis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Coendou nycthemera","Coendou nycthemera","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Coendou bicolor","Coendou bicolor","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Echinoprocta rufescens","Echinoprocta rufescens","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Erethizon dorsatum","Erethizon dorsatum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus insidiosus","Sphiggurus insidiosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus villosus","Sphiggurus villosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus vestitus","Sphiggurus vestitus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus melanurus","Sphiggurus melanurus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus roosmalenorum","Sphiggurus roosmalenorum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus mexicanus","Sphiggurus mexicanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus pruinosus","Sphiggurus pruinosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus ichillus","Sphiggurus ichillus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Sphiggurus spinosus","Sphiggurus spinosus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chinchilla chinchilla","Chinchilla chinchilla","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Chinchilla lanigera","Chinchilla lanigera","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagidium wolffsohni","Lagidium wolffsohni","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagidium peruanum","Lagidium peruanum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagidium viscacia","Lagidium viscacia","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagostomus crassus","Lagostomus crassus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Lagostomus maximus","Lagostomus maximus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dinomys branickii","Dinomys branickii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cavia intermedia","Cavia intermedia","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cavia aperea","Cavia aperea","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cavia fulgida","Cavia fulgida","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cavia porcellus","Cavia porcellus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cavia tschudii","Cavia tschudii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cavia magna","Cavia magna","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galea musteloides","Galea musteloides","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galea spixii","Galea spixii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Galea flavidens","Galea flavidens","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcavia australis","Microcavia australis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcavia niata","Microcavia niata","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Microcavia shiptoni","Microcavia shiptoni","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dolichotis salinicola","Dolichotis salinicola","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dolichotis patagonum","Dolichotis patagonum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hydrochoerus hydrochaeris","Hydrochoerus hydrochaeris","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hydrochoerus isthmius","Hydrochoerus isthmius","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerodon rupestris","Kerodon rupestris","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Kerodon acrobata","Kerodon acrobata","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta azarae","Dasyprocta azarae","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta guamara","Dasyprocta guamara","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta ruatanica","Dasyprocta ruatanica","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta fuliginosa","Dasyprocta fuliginosa","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta kalinowskii","Dasyprocta kalinowskii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta cristata","Dasyprocta cristata","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta leporina","Dasyprocta leporina","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta mexicana","Dasyprocta mexicana","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta prymnolopha","Dasyprocta prymnolopha","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta punctata","Dasyprocta punctata","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Dasyprocta coibae","Dasyprocta coibae","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myoprocta pratti","Myoprocta pratti","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myoprocta acouchy","Myoprocta acouchy","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cuniculus taczanowskii","Cuniculus taczanowskii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cuniculus paca","Cuniculus paca","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Aconaemys sagei","Aconaemys sagei","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Aconaemys fuscus","Aconaemys fuscus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Aconaemys porteri","Aconaemys porteri","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Octodon pacificus","Octodon pacificus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Octodon bridgesi","Octodon bridgesi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Octodon degus","Octodon degus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Octodon lunatus","Octodon lunatus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Octodontomys gliroides","Octodontomys gliroides","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Octomys mimax","Octomys mimax","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Pipanacoctomys aureus","Pipanacoctomys aureus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Salinoctomys loschalchalerosorum","Salinoctomys loschalchalerosorum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Spalacopus cyanus","Spalacopus cyanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Tympanoctomys barrerae","Tympanoctomys barrerae","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma boliviensis","Abrocoma boliviensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma budini","Abrocoma budini","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma cinerea","Abrocoma cinerea","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma famatina","Abrocoma famatina","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma shistacea","Abrocoma shistacea","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma uspallata","Abrocoma uspallata","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma vaccarum","Abrocoma vaccarum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Abrocoma bennettii","Abrocoma bennettii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cuscomys ashaninka","Cuscomys ashaninka","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Cuscomys oblativa","Cuscomys oblativa","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Myocastor coypus","Myocastor coypus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Capromys pilorides","Capromys pilorides","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Capromys gundlachianus","Capromys gundlachianus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Geocapromys brownii","Geocapromys brownii","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Geocapromys ingrahami","Geocapromys ingrahami","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Geocapromys thoracatus","Geocapromys thoracatus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesocapromys nanus","Mesocapromys nanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesocapromys sanfelipensis","Mesocapromys sanfelipensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesocapromys melanurus","Mesocapromys melanurus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesocapromys auritus","Mesocapromys auritus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mesocapromys angelcabrerai","Mesocapromys angelcabrerai","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mysateles meridionalis","Mysateles meridionalis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mysateles prehensilis","Mysateles prehensilis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Mysateles garridoi","Mysateles garridoi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Hexolobodon phenax","Hexolobodon phenax","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Isolobodon montanus","Isolobodon montanus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Isolobodon portoricensis","Isolobodon portoricensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Plagiodontia araeum","Plagiodontia araeum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Plagiodontia ipnaeum","Plagiodontia ipnaeum","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Plagiodontia aedium","Plagiodontia aedium","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Rhizoplagiodontia lemkei","Rhizoplagiodontia lemkei","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona cansus","Ochotona cansus","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona nubrica","Ochotona nubrica","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona pusilla","Ochotona pusilla","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona rufescens","Ochotona rufescens","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona dauurica","Ochotona dauurica","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona thibetana","Ochotona thibetana","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona thomasi","Ochotona thomasi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona huangensis","Ochotona huangensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona curzoniae","Ochotona curzoniae","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona turuchanensis","Ochotona turuchanensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona princeps","Ochotona princeps","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona pallasi","Ochotona pallasi","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona hyperborea","Ochotona hyperborea","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona alpina","Ochotona alpina","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona argentata","Ochotona argentata","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona hoffmanni","Ochotona hoffmanni","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona collaris","Ochotona collaris","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona roylei","Ochotona roylei","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona erythrotis","Ochotona erythrotis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona forresti","Ochotona forresti","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona gaoligongensis","Ochotona gaoligongensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
"Ochotona ladacensis","Ochotona ladacensis","diet_ecology","Diet_Scav","%","0","0","%","10.1890%2F13-1917.1_MamFuncDat.tsv","Wilman","2014","Wilman","secondary"
