"data_file","data_filename","candidate_script","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"_keys/Allman/species_key.csv","species_key.csv","Bush_Allman_2003/Bush_Allman_2003_Table1.R","mentions exact filename",TRUE,TRUE,"43","42: ## ---- build writes the PUBLISHED species name only ---- | 43: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 44: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token source_name)."
"_keys/Ashwell/species_key.csv","species_key.csv","Bush_Allman_2003/Bush_Allman_2003_Table1.R","mentions exact filename",TRUE,TRUE,"43","42: ## ---- build writes the PUBLISHED species name only ---- | 43: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 44: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token source_name)."
"_keys/HerculanoHouzel/species_key.csv","species_key.csv","Bush_Allman_2003/Bush_Allman_2003_Table1.R","mentions exact filename",TRUE,TRUE,"43","42: ## ---- build writes the PUBLISHED species name only ---- | 43: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 44: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token source_name)."
"_keys/Stephan/species_key.csv","species_key.csv","Bush_Allman_2003/Bush_Allman_2003_Table1.R","mentions exact filename",TRUE,TRUE,"43","42: ## ---- build writes the PUBLISHED species name only ---- | 43: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 44: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token source_name)."
"_keys/Allman/species_key.csv","species_key.csv","Bush_Allman_2004_b/Bush_Allman_2004_b_TABLE1.R","mentions exact filename",TRUE,TRUE,"40","39: ## ---- build writes the PUBLISHED species name only ---- | 40: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 41: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token ""Bush_Allman_2004_b"")."
"_keys/Ashwell/species_key.csv","species_key.csv","Bush_Allman_2004_b/Bush_Allman_2004_b_TABLE1.R","mentions exact filename",TRUE,TRUE,"40","39: ## ---- build writes the PUBLISHED species name only ---- | 40: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 41: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token ""Bush_Allman_2004_b"")."
"_keys/HerculanoHouzel/species_key.csv","species_key.csv","Bush_Allman_2004_b/Bush_Allman_2004_b_TABLE1.R","mentions exact filename",TRUE,TRUE,"40","39: ## ---- build writes the PUBLISHED species name only ---- | 40: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 41: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token ""Bush_Allman_2004_b"")."
"_keys/Stephan/species_key.csv","species_key.csv","Bush_Allman_2004_b/Bush_Allman_2004_b_TABLE1.R","mentions exact filename",TRUE,TRUE,"40","39: ## ---- build writes the PUBLISHED species name only ---- | 40: ## Species-key harmonisation (against _keys/Allman/species_key.csv) is NOT done here; | 41: ## it is applied downstream in __merging_volumes/volumes_compiled.R (token ""Bush_Allman_2004_b"")."
"_keys/Allman/species_key.csv","species_key.csv","Karbowski__2007/Karbowski__2007_TablesS1-S23.R","mentions exact filename",TRUE,TRUE,"25","24: csv_dir  <- file.path(here, ""Karbowski__2007"") | 25: key_file <- file.path(here, ""_keys"", ""Stephan"", ""species_key.csv"") | 26: "
"_keys/Ashwell/species_key.csv","species_key.csv","Karbowski__2007/Karbowski__2007_TablesS1-S23.R","mentions exact filename",TRUE,TRUE,"25","24: csv_dir  <- file.path(here, ""Karbowski__2007"") | 25: key_file <- file.path(here, ""_keys"", ""Stephan"", ""species_key.csv"") | 26: "
"_keys/HerculanoHouzel/species_key.csv","species_key.csv","Karbowski__2007/Karbowski__2007_TablesS1-S23.R","mentions exact filename",TRUE,TRUE,"25","24: csv_dir  <- file.path(here, ""Karbowski__2007"") | 25: key_file <- file.path(here, ""_keys"", ""Stephan"", ""species_key.csv"") | 26: "
"_keys/Stephan/species_key.csv","species_key.csv","Karbowski__2007/Karbowski__2007_TablesS1-S23.R","mentions exact filename",TRUE,TRUE,"25","24: csv_dir  <- file.path(here, ""Karbowski__2007"") | 25: key_file <- file.path(here, ""_keys"", ""Stephan"", ""species_key.csv"") | 26: "
"_keys/Allman/species_key.csv","species_key.csv","Seymour_etal_2017/Seymour_etal_2017_TableS1.R","mentions exact filename",TRUE,TRUE,"36","35: #     preserved as `Species`; accepted binomials are resolved downstream via | 36: #     _keys/Stephan/species_key.csv (token Seymour2017). | 37: "
"_keys/Ashwell/species_key.csv","species_key.csv","Seymour_etal_2017/Seymour_etal_2017_TableS1.R","mentions exact filename",TRUE,TRUE,"36","35: #     preserved as `Species`; accepted binomials are resolved downstream via | 36: #     _keys/Stephan/species_key.csv (token Seymour2017). | 37: "
"_keys/HerculanoHouzel/species_key.csv","species_key.csv","Seymour_etal_2017/Seymour_etal_2017_TableS1.R","mentions exact filename",TRUE,TRUE,"36","35: #     preserved as `Species`; accepted binomials are resolved downstream via | 36: #     _keys/Stephan/species_key.csv (token Seymour2017). | 37: "
"_keys/Stephan/species_key.csv","species_key.csv","Seymour_etal_2017/Seymour_etal_2017_TableS1.R","mentions exact filename",TRUE,TRUE,"36","35: #     preserved as `Species`; accepted binomials are resolved downstream via | 36: #     _keys/Stephan/species_key.csv (token Seymour2017). | 37: "
"_keys/Allman/species_key.csv","species_key.csv","Seymour_etal_2019/Seymour_etal_2019_rspb20192208si002.R","mentions exact filename",TRUE,TRUE,"28","27: #     ""sp."" for indeterminate); Species_binomial = Genus + epithet is emitted as the | 28: #     canonical join name and harmonised via _keys/Stephan/species_key.csv | 29: #     (token Seymour2019)."
"_keys/Ashwell/species_key.csv","species_key.csv","Seymour_etal_2019/Seymour_etal_2019_rspb20192208si002.R","mentions exact filename",TRUE,TRUE,"28","27: #     ""sp."" for indeterminate); Species_binomial = Genus + epithet is emitted as the | 28: #     canonical join name and harmonised via _keys/Stephan/species_key.csv | 29: #     (token Seymour2019)."
"_keys/HerculanoHouzel/species_key.csv","species_key.csv","Seymour_etal_2019/Seymour_etal_2019_rspb20192208si002.R","mentions exact filename",TRUE,TRUE,"28","27: #     ""sp."" for indeterminate); Species_binomial = Genus + epithet is emitted as the | 28: #     canonical join name and harmonised via _keys/Stephan/species_key.csv | 29: #     (token Seymour2019)."
"_keys/Stephan/species_key.csv","species_key.csv","Seymour_etal_2019/Seymour_etal_2019_rspb20192208si002.R","mentions exact filename",TRUE,TRUE,"28","27: #     ""sp."" for indeterminate); Species_binomial = Genus + epithet is emitted as the | 28: #     canonical join name and harmonised via _keys/Stephan/species_key.csv | 29: #     (token Seymour2019)."
"_keys/species_reference.csv","species_reference.csv","Krubitzer_Kaas_1990/Krubitzer_Kaas_1990_Table1.R","mentions exact filename",TRUE,TRUE,"37","36:  | 37: ## common name -> binomial (all four are in _keys/species_reference.csv) | 38: sp_map <- c(""Squirrel monkey"" = ""Saimiri sciureus"","
"__merging_sleep/species_resolution_Eagleman.csv","species_resolution_Eagleman.csv","____EvoM1_TraitTable/EvoM1_read_sleep.R","mentions exact filename",TRUE,TRUE,"13","12: # Species key: sleep_wide$Species is the accepted binomial (Eagleman common names already resolved | 13: # via __merging_sleep/species_resolution_Eagleman.csv). Keep genus-level ""<Genus> sp."" labels as-is. | 14: fmt <- function(x) ifelse(is.na(x) | x == """", NA,"
"Stephan_etal_1981/comparison/Stephan_1981.csv","Stephan_1981.csv","Stephan_etal_1981/comparison/Stephan_etal_1981_TablesI-VI_compare_to_Stephan_1981_csv.R","mentions exact filename",TRUE,TRUE,"1;4;10;19;39","1: # Stephan_etal_1981_TablesI-VI_compare_to_Stephan_1981_csv.R | 2: # || 3: # Checking step (self-contained in comparison/). Audit the snapshot of Stephan, | 4: # Frahm & Baron (1981) Table 1 against Stephan_1981.csv, matched by the 1981 | 5: # species name, comparing every shared structure-volume column (and the per-range || 9: # | 10: # Inputs : ../Stephan_etal_1981_TablesI-VI_snapshot.xlsx (sheet Table1) ; Stephan_1981.csv | 11: # Outputs: Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv || 18: snapshot_sheet  <- ""Table1"" | 19: comparison_file <- ""Stephan_1981.csv"" | 20: out_detail      <- ""Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv"" || 38: # --- CSV --- | 39: # Stephan_1981.csv: latin1, so every byte is read (a stray 0xCA byte in ""Scutisorex | 40: # somereni"" is not valid UTF-8 and otherwise breaks readr's condition-message formatting"
"Stephan_etal_1982/comparison/Stephan_1982.csv","Stephan_1982.csv","Stephan_etal_1982/comparison/Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","mentions exact filename",TRUE,TRUE,"1;4;10;21","1: # Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R | 2: # || 3: # Checking step (self-contained in comparison/). Audit the journal-faithful | 4: # snapshot of Stephan, Baron & Frahm (1982) Table 1 against Stephan_1982.csv, | 5: # matched by the 1982 species name (superscripts stripped), comparing the columns || 9: # | 10: # Inputs : ../Stephan_etal_1982_Table1_snapshot.xlsx (sheet Table1) ; Stephan_1982.csv | 11: # Outputs: Stephan_etal_1982_Table1_comparison_report_from_R.csv || 20: snapshot_sheet    <- ""Table1"" | 21: comparison_file   <- ""Stephan_1982.csv"" | 22: output_detail     <- ""Stephan_etal_1982_Table1_comparison_report_from_R.csv"""
"Stephan_etal_1984/comparison/Stephan_1984.csv","Stephan_1984.csv","Stephan_etal_1984/comparison/Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R","mentions exact filename",TRUE,TRUE,"1;2;6;8","1: # Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R | 2: # Checking step. Audit the snapshot of Stephan_etal_1984 against Stephan_1984.csv, matched by species || 1: # Stephan_etal_1984_Table1_compare_to_Stephan_1984_csv.R | 2: # Checking step. Audit the snapshot of Stephan_etal_1984 against Stephan_1984.csv, matched by species | 3: # (paper name or canonical), comparing the measured volume columns. Run from comparison/. || 5: # NOTE: the comparison CSV column names differ from the analysis names; map them here. | 6: # This snapshot was built FROM Stephan_1984.csv, so the audit confirms the reformat preserves values | 7: # (verified: 0 value mismatches). See the Python mirror in /__merging_volumes build logs. || 7: # (verified: 0 value mismatches). See the Python mirror in /__merging_volumes build logs. | 8: message(""Audit: snapshot Stephan_etal_1984 vs Stephan_1984.csv -> 0 value mismatches (built from the curated CSV)."")"
"Stephan_etal_1981/comparison/Stephan_etal_1981_TablesI-VI_comparison_mismatches_from_R.csv","Stephan_etal_1981_TablesI-VI_comparison_mismatches_from_R.csv","Stephan_etal_1981/comparison/Stephan_etal_1981_TablesI-VI_compare_to_Stephan_1981_csv.R","mentions exact filename",TRUE,TRUE,"12;21","11: # Outputs: Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv | 12: #          Stephan_etal_1981_TablesI-VI_comparison_mismatches_from_R.csv | 13:  || 20: out_detail      <- ""Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv"" | 21: out_mismatch    <- ""Stephan_etal_1981_TablesI-VI_comparison_mismatches_from_R.csv"" | 22: "
"Stephan_etal_1981/comparison/Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv","Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv","Stephan_etal_1981/comparison/Stephan_etal_1981_TablesI-VI_compare_to_Stephan_1981_csv.R","mentions exact filename",TRUE,TRUE,"11;20","10: # Inputs : ../Stephan_etal_1981_TablesI-VI_snapshot.xlsx (sheet Table1) ; Stephan_1981.csv | 11: # Outputs: Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv | 12: #          Stephan_etal_1981_TablesI-VI_comparison_mismatches_from_R.csv || 19: comparison_file <- ""Stephan_1981.csv"" | 20: out_detail      <- ""Stephan_etal_1981_TablesI-VI_comparison_report_from_R.csv"" | 21: out_mismatch    <- ""Stephan_etal_1981_TablesI-VI_comparison_mismatches_from_R.csv"""
"Stephan_etal_1981/Stephan_etal_1981_TablesI-VI.csv","Stephan_etal_1981_TablesI-VI.csv","Stephan_etal_1981/Stephan_etal_1981_TablesI-VI.R","mentions exact filename",TRUE,TRUE,"1;18;19;49;51","1: # Stephan_etal_1981_TablesI-VI.R | 2: # || 17: # | 18: # Input  : Stephan_etal_1981_TablesI-VI_snapshot.xlsx        sheet: Table1 | 19: # Outputs: Stephan_etal_1981_TablesI-VI.csv                  one row per species (76) || 18: # Input  : Stephan_etal_1981_TablesI-VI_snapshot.xlsx        sheet: Table1 | 19: # Outputs: Stephan_etal_1981_TablesI-VI.csv                  one row per species (76) | 20: #          <DOI/PMID>.tsv in __Public/comparative-data/   named from __ReadMe.xlsx || 48: setwd(folder) | 49: snapshot_file  <- ""Stephan_etal_1981_TablesI-VI_snapshot.xlsx"" | 50: snapshot_sheet <- ""Table1"" || 50: snapshot_sheet <- ""Table1"" | 51: output_file    <- ""Stephan_etal_1981_TablesI-VI.csv"" | 52: header_rows    <- 1L   # row 1 caption; row 2 header; data from row 3"
"Stephan_etal_1982/comparison/Stephan_etal_1982_Table1_comparison_mismatches_from_R.csv","Stephan_etal_1982_Table1_comparison_mismatches_from_R.csv","Stephan_etal_1982/comparison/Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","mentions exact filename",TRUE,TRUE,"12;23","11: # Outputs: Stephan_etal_1982_Table1_comparison_report_from_R.csv | 12: #          Stephan_etal_1982_Table1_comparison_mismatches_from_R.csv | 13:  || 22: output_detail     <- ""Stephan_etal_1982_Table1_comparison_report_from_R.csv"" | 23: output_mismatches <- ""Stephan_etal_1982_Table1_comparison_mismatches_from_R.csv"" | 24: header_rows       <- 5L"
"Stephan_etal_1982/comparison/Stephan_etal_1982_Table1_comparison_report_from_R.csv","Stephan_etal_1982_Table1_comparison_report_from_R.csv","Stephan_etal_1982/comparison/Stephan_etal_1982_Table1_compare_to_Stephan_1982_csv.R","mentions exact filename",TRUE,TRUE,"11;22","10: # Inputs : ../Stephan_etal_1982_Table1_snapshot.xlsx (sheet Table1) ; Stephan_1982.csv | 11: # Outputs: Stephan_etal_1982_Table1_comparison_report_from_R.csv | 12: #          Stephan_etal_1982_Table1_comparison_mismatches_from_R.csv || 21: comparison_file   <- ""Stephan_1982.csv"" | 22: output_detail     <- ""Stephan_etal_1982_Table1_comparison_report_from_R.csv"" | 23: output_mismatches <- ""Stephan_etal_1982_Table1_comparison_mismatches_from_R.csv"""
"Stephan_etal_1982/Stephan_etal_1982_Table1.csv","Stephan_etal_1982_Table1.csv","Stephan_etal_1982/Stephan_etal_1982_Table1.R","mentions exact filename",TRUE,TRUE,"1;20;21;46;48","1: # Stephan_etal_1982_Table1.R | 2: # || 19: # | 20: # Input  : Stephan_etal_1982_Table1_snapshot.xlsx       sheet: Table1 | 21: # Outputs: Stephan_etal_1982_Table1.csv                 one row per species (61) || 20: # Input  : Stephan_etal_1982_Table1_snapshot.xlsx       sheet: Table1 | 21: # Outputs: Stephan_etal_1982_Table1.csv                 one row per species (61) | 22: #          <DOI/PMID>.tsv in __Public/comparative-data/  named from __ReadMe.xlsx || 45: setwd(folder) | 46: snapshot_file  <- ""Stephan_etal_1982_Table1_snapshot.xlsx"" | 47: snapshot_sheet <- ""Table1"" || 47: snapshot_sheet <- ""Table1"" | 48: output_file    <- ""Stephan_etal_1982_Table1.csv"" | 49: header_rows    <- 5L"
"Stephan_etal_1988/Stephan_etal_1988_Table1.csv","Stephan_etal_1988_Table1.csv","Stephan_etal_1988/Stephan_etal_1988_Table1.R","mentions exact filename",TRUE,TRUE,"1;20;21;50;52","1: # Stephan_etal_1988_Table1.R | 2: # || 19: # | 20: # Input  : Stephan_etal_1988_Table1_snapshot.xlsx       sheet: Table1 | 21: # Outputs: Stephan_etal_1988_Table1.csv                 one row per species (52) || 20: # Input  : Stephan_etal_1988_Table1_snapshot.xlsx       sheet: Table1 | 21: # Outputs: Stephan_etal_1988_Table1.csv                 one row per species (52) | 22: #          <ISBN>_TABLE1.tsv in __Public/comparative-data/  (named from __ReadMe.xlsx) || 49:  | 50: snapshot_file  <- ""Stephan_etal_1988_Table1_snapshot.xlsx"" | 51: snapshot_sheet <- ""Table1"" || 51: snapshot_sheet <- ""Table1"" | 52: output_file    <- ""Stephan_etal_1988_Table1.csv"" | 53: header_rows    <- 3L"
"Stephan_etal_1987/comparison/Stephan1987_AMY_vs_Barger2007_AC.csv","Stephan1987_AMY_vs_Barger2007_AC.csv","Stephan_etal_1987/comparison/Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R","mentions exact filename",TRUE,TRUE,"1;2;6;8","1: # Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R | 2: # Checking step. Audit the snapshot of Stephan_etal_1987 against Stephan1987_AMY_vs_Barger2007_AC.csv, matched by species || 1: # Stephan_etal_1987_Table1_compare_to_Stephan1987_AMY_vs_Barger2007_AC_csv.R | 2: # Checking step. Audit the snapshot of Stephan_etal_1987 against Stephan1987_AMY_vs_Barger2007_AC.csv, matched by species | 3: # (paper name or canonical), comparing the measured volume columns. Run from comparison/. || 5: # NOTE: the comparison CSV column names differ from the analysis names; map them here. | 6: # This snapshot was built FROM Stephan1987_AMY_vs_Barger2007_AC.csv, so the audit confirms the reformat preserves values | 7: # (verified: 0 value mismatches). See the Python mirror in /__merging_volumes build logs. || 7: # (verified: 0 value mismatches). See the Python mirror in /__merging_volumes build logs. | 8: message(""Audit: snapshot Stephan_etal_1987 vs Stephan1987_AMY_vs_Barger2007_AC.csv -> 0 value mismatches (built from the curated CSV)."")"
"Stimpson_etal_2015/Stimpson_etal_2015_TableS1.csv","Stimpson_etal_2015_TableS1.csv","Stimpson_etal_2015/Stimpson_etal_2015_TableS1.R","mentions exact filename",TRUE,TRUE,"47;48;49;54","46: # Expected local input/output files in paper_dir: | 47: #   Stimpson_etal_2015_TableS1.R | 48: #   Stimpson_etal_2015_TableS1_snapshot.xlsx || 47: #   Stimpson_etal_2015_TableS1.R | 48: #   Stimpson_etal_2015_TableS1_snapshot.xlsx | 49: #   Stimpson_etal_2015_TableS1.csv || 48: #   Stimpson_etal_2015_TableS1_snapshot.xlsx | 49: #   Stimpson_etal_2015_TableS1.csv | 50: # || 53: # where <Item encoded> is looked up from __ReadMe.xlsx using Item name == | 54: # Stimpson_etal_2015_TableS1. | 55: "
"Stimpson_etal_2015/Stimpson_etal_2015_TableS2.csv","Stimpson_etal_2015_TableS2.csv","Stimpson_etal_2015/Stimpson_etal_2015_TableS2.R","mentions exact filename",TRUE,TRUE,"48;49;50;55","47: # Expected local input/output files in paper_dir: | 48: #   Stimpson_etal_2015_TableS2.R | 49: #   Stimpson_etal_2015_TableS2_snapshot.xlsx || 48: #   Stimpson_etal_2015_TableS2.R | 49: #   Stimpson_etal_2015_TableS2_snapshot.xlsx | 50: #   Stimpson_etal_2015_TableS2.csv || 49: #   Stimpson_etal_2015_TableS2_snapshot.xlsx | 50: #   Stimpson_etal_2015_TableS2.csv | 51: # || 54: # where <Item encoded> is looked up from __ReadMe.xlsx using Item name == | 55: # Stimpson_etal_2015_TableS2. | 56: "
"__merging_volumes/volumes_flags_DeCasien.csv","volumes_flags_DeCasien.csv","__merging_volumes/volumes_compiled_DeCasien.R","mentions exact filename",TRUE,TRUE,"404","403: ## Estimates never overwrite the one-side value; they are added as new both-sides variables and | 404: ## recorded in volumes_flags_DeCasien.csv (flag = estimated_bilateral_from_unilateral). | 405: wide_v <- volumes_long %>% select(Species, Variable, Value) %>%"
"__merging_volumes/_prerun_backup_2026-07-05/volumes_long.csv","volumes_long.csv","__energetics_comparison/energetics_comparison.R","mentions exact filename",TRUE,TRUE,"87","86:   ""## Proposed schema for an energetics merge (FOR CONFIRMATION - not built)"", | 87:   ""A long table mirroring `volumes_long.csv` but for metabolic rate:"", | 88:   ""  `Species, Region, Measure (CMRgl|CMRO2|CBF), Value, Units, Weighting, Source, Team, Year`"","
"__merging_volumes/volumes_long.csv","volumes_long.csv","__energetics_comparison/energetics_comparison.R","mentions exact filename",TRUE,TRUE,"87","86:   ""## Proposed schema for an energetics merge (FOR CONFIRMATION - not built)"", | 87:   ""A long table mirroring `volumes_long.csv` but for metabolic rate:"", | 88:   ""  `Species, Region, Measure (CMRgl|CMRO2|CBF), Value, Units, Weighting, Source, Team, Year`"","
"__ShinyApp/data/volumes_long.csv","volumes_long.csv","__energetics_comparison/energetics_comparison.R","mentions exact filename",TRUE,TRUE,"87","86:   ""## Proposed schema for an energetics merge (FOR CONFIRMATION - not built)"", | 87:   ""A long table mirroring `volumes_long.csv` but for metabolic rate:"", | 88:   ""  `Species, Region, Measure (CMRgl|CMRO2|CBF), Value, Units, Weighting, Source, Team, Year`"","
"__merging_volumes/_prerun_backup_2026-07-05/volumes_long.csv","volumes_long.csv","__energetics_comparison/energetics_merged.R","mentions exact filename",TRUE,TRUE,"133","132:   ""`energetics_merged.R` builds a two-tier merge of brain metabolic rate from `energetics_long.csv`,"", | 133:   ""mirroring `__merging_volumes/volumes_long.csv` for the volume data type."", | 134:   """","
"__merging_volumes/volumes_long.csv","volumes_long.csv","__energetics_comparison/energetics_merged.R","mentions exact filename",TRUE,TRUE,"133","132:   ""`energetics_merged.R` builds a two-tier merge of brain metabolic rate from `energetics_long.csv`,"", | 133:   ""mirroring `__merging_volumes/volumes_long.csv` for the volume data type."", | 134:   """","
"__ShinyApp/data/volumes_long.csv","volumes_long.csv","__energetics_comparison/energetics_merged.R","mentions exact filename",TRUE,TRUE,"133","132:   ""`energetics_merged.R` builds a two-tier merge of brain metabolic rate from `energetics_long.csv`,"", | 133:   ""mirroring `__merging_volumes/volumes_long.csv` for the volume data type."", | 134:   """","
"__merging_volumes/_prerun_backup_2026-07-05/volumes_long.csv","volumes_long.csv","__ShinyApp/app.R","mentions exact filename",TRUE,TRUE,"65;93","64: GH <- list( | 65:   volumes    = ""__merging_volumes/volumes_long.csv"", | 66:   cellcounts = ""__merging_cellcounts/cellcounts_long.csv"", || 92:   out <- rbind( | 93:     std(GH$volumes,    file.path(data_dir, ""volumes_long.csv""), | 94:         ""Brain-structure volumes"", ""Teams"", ""n_teams""),"
"__merging_volumes/volumes_long.csv","volumes_long.csv","__ShinyApp/app.R","mentions exact filename",TRUE,TRUE,"65;93","64: GH <- list( | 65:   volumes    = ""__merging_volumes/volumes_long.csv"", | 66:   cellcounts = ""__merging_cellcounts/cellcounts_long.csv"", || 92:   out <- rbind( | 93:     std(GH$volumes,    file.path(data_dir, ""volumes_long.csv""), | 94:         ""Brain-structure volumes"", ""Teams"", ""n_teams""),"
"__ShinyApp/data/volumes_long.csv","volumes_long.csv","__ShinyApp/app.R","mentions exact filename",TRUE,TRUE,"65;93","64: GH <- list( | 65:   volumes    = ""__merging_volumes/volumes_long.csv"", | 66:   cellcounts = ""__merging_cellcounts/cellcounts_long.csv"", || 92:   out <- rbind( | 93:     std(GH$volumes,    file.path(data_dir, ""volumes_long.csv""), | 94:         ""Brain-structure volumes"", ""Teams"", ""n_teams""),"
"__merging_volumes/_prerun_backup_2026-07-05/volumes_long.csv","volumes_long.csv","__ShinyApp/build_data.R","mentions exact filename",TRUE,TRUE,"7;33;34","6: #   * source_manifest.csv    (DERIVED: source-table catalogue + citations) | 7: #   * volumes_long.csv, cellcounts_long.csv  (small fallback copies) | 8: # || 32: # ---- 1. fallback copies of the two compiled long tables --------------------- | 33: file.copy(file.path(repo, ""__merging_volumes"", ""volumes_long.csv""), | 34:           file.path(out, ""volumes_long.csv""), overwrite = TRUE) || 33: file.copy(file.path(repo, ""__merging_volumes"", ""volumes_long.csv""), | 34:           file.path(out, ""volumes_long.csv""), overwrite = TRUE) | 35: file.copy(file.path(repo, ""__merging_cellcounts"", ""cellcounts_long.csv""),"
"__merging_volumes/volumes_long.csv","volumes_long.csv","__ShinyApp/build_data.R","mentions exact filename",TRUE,TRUE,"7;33;34","6: #   * source_manifest.csv    (DERIVED: source-table catalogue + citations) | 7: #   * volumes_long.csv, cellcounts_long.csv  (small fallback copies) | 8: # || 32: # ---- 1. fallback copies of the two compiled long tables --------------------- | 33: file.copy(file.path(repo, ""__merging_volumes"", ""volumes_long.csv""), | 34:           file.path(out, ""volumes_long.csv""), overwrite = TRUE) || 33: file.copy(file.path(repo, ""__merging_volumes"", ""volumes_long.csv""), | 34:           file.path(out, ""volumes_long.csv""), overwrite = TRUE) | 35: file.copy(file.path(repo, ""__merging_cellcounts"", ""cellcounts_long.csv""),"
"__ShinyApp/data/volumes_long.csv","volumes_long.csv","__ShinyApp/build_data.R","mentions exact filename",TRUE,TRUE,"7;33;34","6: #   * source_manifest.csv    (DERIVED: source-table catalogue + citations) | 7: #   * volumes_long.csv, cellcounts_long.csv  (small fallback copies) | 8: # || 32: # ---- 1. fallback copies of the two compiled long tables --------------------- | 33: file.copy(file.path(repo, ""__merging_volumes"", ""volumes_long.csv""), | 34:           file.path(out, ""volumes_long.csv""), overwrite = TRUE) || 33: file.copy(file.path(repo, ""__merging_volumes"", ""volumes_long.csv""), | 34:           file.path(out, ""volumes_long.csv""), overwrite = TRUE) | 35: file.copy(file.path(repo, ""__merging_cellcounts"", ""cellcounts_long.csv""),"
"__merging_volumes/volumes_source_species_ids_DeCasien.csv","volumes_source_species_ids_DeCasien.csv","__merging_volumes/volumes_compiled_DeCasien.R","mentions exact filename",TRUE,TRUE,"357","356:   warning(""Species resolution: "", sum(resolved$flag_unresolved), "" (source, name) pair(s) had no "", | 357:           ""curated override and no NCBI match -> kept raw. See volumes_source_species_ids_DeCasien.csv."") | 358: "
"__merging_volumes/volumes_species_ids_cache.csv","volumes_species_ids_cache.csv","__merging_volumes/volumes_compiled.R","mentions exact filename",TRUE,TRUE,"357;359","356: # OFFLINE FALLBACK: taxizedb needs a live NCBI taxdump. When it (or the network) is unavailable, read | 357: # the committed backbone cache volumes_species_ids_cache.csv (raw -> NCBI_id/NCBI_name), so the merge | 358: # regenerates without network. The cache is refreshed automatically on any successful live run (below). || 358: # regenerates without network. The cache is refreshed automatically on any successful live run (below). | 359: cache_file <- ""volumes_species_ids_cache.csv"" | 360: have_taxizedb <- suppressWarnings(requireNamespace(""taxizedb"", quietly = TRUE))"
"Weaver_2001/Weaver__2001_NotesforTableA-15_snapshot.csv","Weaver__2001_NotesforTableA-15_snapshot.csv","Weaver_2001/Weaver__2001_NotesforTableA-15.R","mentions exact filename",TRUE,TRUE,"31","30: ## snapshot: line 1 is the title, lines 2..8 are the seven notes (verbatim) | 31: lines <- readLines(""Weaver__2001_NotesforTableA-15_snapshot.csv"", warn = FALSE) | 32: lines <- lines[nzchar(trimws(lines))]"
"Kaufman__2004/comparison/Kaufman data added to compilation/Kaufman glucose oxygen blood flow/wholebrain_Kaufman2004.csv","wholebrain_Kaufman2004.csv","Kaufman__2004/comparison/Kaufman__2004_energetics_compare_to_Kaufman_csv.R","mentions exact filename",TRUE,TRUE,"11;31","10: #   Kaufman data added to compilation/Kaufman glucose oxygen blood flow/ | 11: #       wholebrain_Kaufman2004.csv   (Whole Brain, all measures) | 12: #       partsbrain_Kaufman2004.csv   (Cortex + 13 cortical/subcortical regions) || 30: gobf    <- file.path(added, ""Kaufman glucose oxygen blood flow"") | 31: wb_file <- file.path(gobf, ""wholebrain_Kaufman2004.csv"") | 32: pb_file <- file.path(gobf, ""partsbrain_Kaufman2004.csv"")"
