paper,item,Code,Structure,canonical_structure,domain,Measure,measure_class,Stat,role,taxon,Definition
Stephan_etal_1970,Stephan_etal_1970,bulbus_olfactorius_mm3,Bulbus_olfactorius,Bulbus_olfactorius,brain_structure_volume,Volume.mm3,volume,NA,primary,NA,bulbus olfactorius volume (telencephalon component)
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius,Bulbus_olfactorius,Bulbus_olfactorius,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",main olfactory bulb
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",accessory olfactory bulb
Frahm_Zilles_1994,Frahm_Zilles_1994_Table1,CA1_mm3,CA1,CA1,brain_structure_volume,Vol.mm3,volume,NA,primary,Insectivora & Primates,volume of hippocampal field CA1 in mm3
Frahm_Zilles_1994,Frahm_Zilles_1994_Table1,CA2_mm3,CA2,CA2,brain_structure_volume,Vol.mm3,volume,NA,primary,Insectivora & Primates,volume of hippocampal field CA2 in mm3
Frahm_Zilles_1994,Frahm_Zilles_1994_Table1,CA3_mm3,CA3,CA3,brain_structure_volume,Vol.mm3,volume,NA,primary,Insectivora & Primates,volume of hippocampal field CA3 in mm3 (CA4 cells of the hilus measured with the hilus region)
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Capsula_interna,Capsula_interna,Capsula_interna,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",internal capsule
Hanson_etal_2018,Hanson_etal_2018,Oligodendrocyte_density.per.mm3,Caudate nucleus,Caudate nucleus,NA,density.per.mm3,density.per.mm3,group mean,primary,Homo sapiens,Oligodendrocyte density (dC/mC only)
Hanson_etal_2018,Hanson_etal_2018,Oligodendrocyte_density.per.mm3.SD,Caudate nucleus,Caudate nucleus,NA,density.per.mm3,density.per.mm3,SD,info,Homo sapiens,SD of oligodendrocyte density
Hanson_etal_2018,Hanson_etal_2018,Oligodendrocyte_pct_of_glia,Caudate nucleus,Caudate nucleus,NA,pct.glia,percentage (relative),group mean,secondary,Homo sapiens,Oligodendrocytes as percent of total glia (dC/mC)
Campos_Welker_1976,Campos_Welker_1976_Table1,caudate_neuronal_density_per_mm3,Caudate-putamen-accumbens,Caudate-putamen-accumbens,NA,Density.cells.mm3,Density.cells.mm3,value,primary,Hystricomorph rodents,Neuronal density
Campos_Welker_1976,Campos_Welker_1976_Table1,caudate_mean_neurons_per_sample,Caudate-putamen-accumbens,Caudate-putamen-accumbens,NA,Count.sample,count (number),value,primary,Hystricomorph rodents,Mean neurons per 162000 um3 sample
Campos_Welker_1976,Campos_Welker_1976_Table1,caudate_total_neuron_number,Caudate-putamen-accumbens,Caudate-putamen-accumbens,NA,Count.cells,count (number),value,primary,Hystricomorph rodents,Estimated total neuron number
Campos_Welker_1976,Campos_Welker_1976_Table1,caudate_putamen_accumbens_volume_mm3,Caudate-putamen-accumbens,Caudate-putamen-accumbens,NA,Vol.mm3,volume,value,primary,Hystricomorph rodents,Caudate-putamen-accumbens complex volume
Barger_etal_2014,Barger_etal_2014_Table1,amygdala_central_cc,CentralNucleus,CentralNucleus,NA,Volume.cm3,volume,NA,primary,Apes & humans,central amygdaloid nucleus volume (one hemisphere)
Stephan_etal_1987,Stephan_etal_1987,centromedial_MAM_mm3,CentromedialAmygdala,CentromedialAmygdala,NA,Volume.mm3,volume,mean,primary,Insectivora–Primates (incl. Homo),centromedial group / medial amygdala (MAM) = central + medial nuclei + anterior amygdaloid area
Ashwell__2020,Ashwell__2020,total_cb_cx_volume_mm3,CerebellarCortex,CerebellarCortex,NA,Volume.mm3,volume,NA,primary,Mammalia,total cerebellar cortical volume in cubic millimetres
Ashwell__2020,Ashwell__2020,hemisphere_excl_fl_mm3,CerebellarHemisphere,CerebellarHemisphere,NA,Volume.mm3,volume,NA,primary,Mammalia,"volume of cerebellar hemisphere cortex excluding flocculus, in cubic millimetres"
MacLeod_etal_2003,MacLeod_etal_2003,hemisphere_volume_cm3,CerebellarHemisphere,CerebellarHemisphere,NA,Volume.cm3,volume,NA,primary,Apes (Hominoidea),cerebellar (lateral) hemisphere volume
Ashwell__2020,Ashwell__2020,ratio_hemisph_vermis,CerebellarOrganization,CerebellarOrganization,NA,Ratio,Ratio,NA,derived,Mammalia,ratio of hemisphere cortex volume to vermal cortex volume
Ashwell__2020,Ashwell__2020,vermis_excl_cb10_mm3,CerebellarVermis,CerebellarVermis,NA,Volume.mm3,volume,NA,primary,Mammalia,"volume of cerebellar vermal cortex excluding lobule 10 (nodulus), in cubic millimetres"
MacLeod_etal_2003,MacLeod_etal_2003,vermis_volume_cm3,CerebellarVermis,CerebellarVermis,NA,Volume.cm3,volume,NA,primary,Apes (Hominoidea),cerebellar vermis volume
Ashwell__2020,Ashwell__2020,cb_white_matter_mm3,CerebellarWhiteMatter,CerebellarWhiteMatter,NA,Volume.mm3,volume,NA,primary,Mammalia,"volume of deep cerebellar white matter within the corpus cerebelli, excluding deep cerebellar nuclei, in cubic millimetres"
Matano_etal_1985_a,Matano_etal_1985_a_Table1,TCN_mm3,Cerebellar_nuclei_total,Cerebellar_nuclei_total,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",volume of the total cerebellar nuclei in mm3 (= MCN + ICN + LCN)
Heldstab_etal_2016,Heldstab_etal_2016_TableS1,cerebellum_g,Cerebellum,Cerebellum,cell_counts,CerebellumSize.g,CerebellumSize.g,NA,primary,Primates,cerebellum size in grams
Heldstab_etal_2016,Heldstab_etal_2016_TableS1,cerebellum_g,Cerebellum,Cerebellum,brain_structure_volume,CerebellumSize.g,CerebellumSize.g,NA,primary,Primates,cerebellum size in grams
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_N.n,Cerebellum,Cerebellum,cell_counts,N.n,count (number),NA,primary,Artiodactyla,cerebellum neuron number
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_N.n,Cerebellum,Cerebellum,brain_structure_volume,N.n,count (number),NA,primary,Artiodactyla,cerebellum neuron number
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_N.n,Cerebellum,Cerebellum,cell_counts,N.n,count (number),NA,primary,Artiodactyla,cerebellum neuron number
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_N.n,Cerebellum,Cerebellum,brain_structure_volume,N.n,count (number),NA,primary,Artiodactyla,cerebellum neuron number
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_cell_count,Cerebellum,Cerebellum,cell_counts,Cells.n,count (number),mean,primary,Aves,mean estimated total cell number in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_cell_count,Cerebellum,Cerebellum,brain_structure_volume,Cells.n,count (number),mean,primary,Aves,mean estimated total cell number in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_neuron_count,Cerebellum,Cerebellum,cell_counts,N.n,count (number),mean,primary,Aves,mean estimated neuron number in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_neuron_count,Cerebellum,Cerebellum,brain_structure_volume,N.n,count (number),mean,primary,Aves,mean estimated neuron number in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_nonneuronal_cell_count,Cerebellum,Cerebellum,cell_counts,O.n,count (number),mean,primary,Aves,mean estimated non-neuronal cell number in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_nonneuronal_cell_count,Cerebellum,Cerebellum,brain_structure_volume,O.n,count (number),mean,primary,Aves,mean estimated non-neuronal cell number in cerebellum
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_N.p.mg,Cerebellum,Cerebellum,cell_counts,N.p.mg,density (per mass/volume),NA,primary,Artiodactyla,cerebellum neuronal density
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_N.p.mg,Cerebellum,Cerebellum,brain_structure_volume,N.p.mg,density (per mass/volume),NA,primary,Artiodactyla,cerebellum neuronal density
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_N.p.mg,Cerebellum,Cerebellum,cell_counts,N.p.mg,density (per mass/volume),NA,primary,Artiodactyla,cerebellum neuronal density
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_N.p.mg,Cerebellum,Cerebellum,brain_structure_volume,N.p.mg,density (per mass/volume),NA,primary,Artiodactyla,cerebellum neuronal density
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_neuron_density_per_mg,Cerebellum,Cerebellum,cell_counts,N.p.mg,density (per mass/volume),mean,primary,Aves,mean neuron density in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_neuron_density_per_mg,Cerebellum,Cerebellum,brain_structure_volume,N.p.mg,density (per mass/volume),mean,primary,Aves,mean neuron density in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_nonneuronal_cell_density_per_mg,Cerebellum,Cerebellum,cell_counts,O.p.mg,density (per mass/volume),mean,primary,Aves,mean non-neuronal cell density in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_nonneuronal_cell_density_per_mg,Cerebellum,Cerebellum,brain_structure_volume,O.p.mg,density (per mass/volume),mean,primary,Aves,mean non-neuronal cell density in cerebellum
Heuer_etal_2023,Heuer_etal_2023_Data,Folial_perimeter_median_mm,Cerebellum,Cerebellum,cell_counts,folial perimeter,folial perimeter,mm,primary,Mammals,median distance along the cerebellar pial surface between the two flanking sulci of a folium
Heuer_etal_2023,Heuer_etal_2023_Data,Folial_perimeter_median_mm,Cerebellum,Cerebellum,brain_structure_volume,folial perimeter,folial perimeter,mm,primary,Mammals,median distance along the cerebellar pial surface between the two flanking sulci of a folium
Heuer_etal_2023,Heuer_etal_2023_Data,Log10PeriodMedian_source,Cerebellum,Cerebellum,cell_counts,folial perimeter,folial perimeter,log10 mm,info,Mammals,source-released log10 median folial perimeter
Heuer_etal_2023,Heuer_etal_2023_Data,Log10PeriodMedian_source,Cerebellum,Cerebellum,brain_structure_volume,folial perimeter,folial perimeter,log10 mm,info,Mammals,source-released log10 median folial perimeter
Heuer_etal_2023,Heuer_etal_2023_Data,Folial_width_median_mm,Cerebellum,Cerebellum,cell_counts,folial width,folial width,mm,primary,Mammals,median Euclidean distance between the two flanking sulci of a folium
Heuer_etal_2023,Heuer_etal_2023_Data,Folial_width_median_mm,Cerebellum,Cerebellum,brain_structure_volume,folial width,folial width,mm,primary,Mammals,median Euclidean distance between the two flanking sulci of a folium
Heuer_etal_2023,Heuer_etal_2023_Data,Log10WidthMedian_source,Cerebellum,Cerebellum,cell_counts,folial width,folial width,log10 mm,info,Mammals,source-released log10 median folial width
Heuer_etal_2023,Heuer_etal_2023_Data,Log10WidthMedian_source,Cerebellum,Cerebellum,brain_structure_volume,folial width,folial width,log10 mm,info,Mammals,source-released log10 median folial width
Heuer_etal_2023,Heuer_etal_2023_Data,Cerebellar_section_length_mm,Cerebellum,Cerebellum,cell_counts,length,length,mm,primary,Mammals,perimeter around the cerebellar pial surface of the mid-section
Heuer_etal_2023,Heuer_etal_2023_Data,Cerebellar_section_length_mm,Cerebellum,Cerebellum,brain_structure_volume,length,length,mm,primary,Mammals,perimeter around the cerebellar pial surface of the mid-section
Heuer_etal_2023,Heuer_etal_2023_Data,Log10Length_cb_source,Cerebellum,Cerebellum,cell_counts,length,length,log10 mm,info,Mammals,source-released log10 cerebellar section length
Heuer_etal_2023,Heuer_etal_2023_Data,Log10Length_cb_source,Cerebellum,Cerebellum,brain_structure_volume,length,length,log10 mm,info,Mammals,source-released log10 cerebellar section length
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_Mass.g,Cerebellum,Cerebellum,cell_counts,Mass.g,mass,NA,primary,Artiodactyla,cerebellum mass
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_Mass.g,Cerebellum,Cerebellum,brain_structure_volume,Mass.g,mass,NA,primary,Artiodactyla,cerebellum mass
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_Mass.g,Cerebellum,Cerebellum,cell_counts,Mass.g,mass,NA,primary,Artiodactyla,cerebellum mass
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_Mass.g,Cerebellum,Cerebellum,brain_structure_volume,Mass.g,mass,NA,primary,Artiodactyla,cerebellum mass
Latimer__1956,Latimer__1956_Table2,weight_cerebellum_mg,Cerebellum,Cerebellum,cell_counts,Mass.mg,mass,mean,primary,as above,"weight of the cerebellum, converted from printed grams; blank for Frog (cerebellum not weighed separately per text)"
Latimer__1956,Latimer__1956_Table2,weight_cerebellum_mg,Cerebellum,Cerebellum,brain_structure_volume,Mass.mg,mass,mean,primary,as above,"weight of the cerebellum, converted from printed grams; blank for Frog (cerebellum not weighed separately per text)"
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_mass_g,Cerebellum,Cerebellum,cell_counts,Mass.g,mass,mean,primary,Aves,mean cerebellum mass
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_mass_g,Cerebellum,Cerebellum,brain_structure_volume,Mass.g,mass,mean,primary,Aves,mean cerebellum mass
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_brain_mass_percent,Cerebellum,Cerebellum,cell_counts,pct.brain.mass,mass,mean,primary,Aves,mean percentage of whole-brain mass in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_brain_mass_percent,Cerebellum,Cerebellum,brain_structure_volume,pct.brain.mass,mass,mean,primary,Aves,mean percentage of whole-brain mass in cerebellum
Heuer_etal_2023,Heuer_etal_2023_Data,Molecular_layer_thickness_median_mm,Cerebellum,Cerebellum,cell_counts,molecular layer thickness,molecular layer thickness,mm,primary,Mammals,median thickness of the molecular layer in the cerebellar mid-section
Heuer_etal_2023,Heuer_etal_2023_Data,Molecular_layer_thickness_median_mm,Cerebellum,Cerebellum,brain_structure_volume,molecular layer thickness,molecular layer thickness,mm,primary,Mammals,median thickness of the molecular layer in the cerebellar mid-section
Heuer_etal_2023,Heuer_etal_2023_Data,Log10ThicknessMedian_source,Cerebellum,Cerebellum,cell_counts,molecular layer thickness,molecular layer thickness,log10 mm,info,Mammals,source-released log10 median molecular-layer thickness
Heuer_etal_2023,Heuer_etal_2023_Data,Log10ThicknessMedian_source,Cerebellum,Cerebellum,brain_structure_volume,molecular layer thickness,molecular layer thickness,log10 mm,info,Mammals,source-released log10 median molecular-layer thickness
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_neuronal_cell_percent,Cerebellum,Cerebellum,cell_counts,pct.NeuN,percentage (relative),mean,primary,Aves,mean percentage of cerebellum cells labelled NeuN-positive
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_neuronal_cell_percent,Cerebellum,Cerebellum,brain_structure_volume,pct.NeuN,percentage (relative),mean,primary,Aves,mean percentage of cerebellum cells labelled NeuN-positive
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_brain_neuron_percent,Cerebellum,Cerebellum,cell_counts,pct.brain.N,percentage (relative),mean,primary,Aves,mean percentage of whole-brain neurons in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_brain_neuron_percent,Cerebellum,Cerebellum,brain_structure_volume,pct.brain.N,percentage (relative),mean,primary,Aves,mean percentage of whole-brain neurons in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_brain_nonneuronal_cell_percent,Cerebellum,Cerebellum,cell_counts,pct.brain.O,percentage (relative),mean,primary,Aves,mean percentage of whole-brain non-neuronal cells in cerebellum
Olkowicz_etal_2016,Olkowicz_etal_2016_DatasetS1,cerebellum_brain_nonneuronal_cell_percent,Cerebellum,Cerebellum,brain_structure_volume,pct.brain.O,percentage (relative),mean,primary,Aves,mean percentage of whole-brain non-neuronal cells in cerebellum
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_O.p.N,Cerebellum,Cerebellum,cell_counts,O.p.N,ratio (per neuron),NA,primary,Artiodactyla,cerebellum other-cell / neuron ratio
Kazu_etal_2014,Kazu_etal_2014_Table1,Cerebellum_O.p.N,Cerebellum,Cerebellum,brain_structure_volume,O.p.N,ratio (per neuron),NA,primary,Artiodactyla,cerebellum other-cell / neuron ratio
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_O.p.N,Cerebellum,Cerebellum,cell_counts,O.p.N,ratio (per neuron),NA,primary,Artiodactyla,cerebellum other-cell / neuron ratio
Kazu_etal_2015,Kazu_etal_2015_TABLE1,Cerebellum_O.p.N,Cerebellum,Cerebellum,brain_structure_volume,O.p.N,ratio (per neuron),NA,primary,Artiodactyla,cerebellum other-cell / neuron ratio
Ashwell__2020,Ashwell__2020,foliation_index,Cerebellum,Cerebellum,cell_counts,Index,size index (allometric),NA,derived,Mammalia,foliation index calculated as pial surface area divided by external cerebellar surface area (PSC/ESC)
Ashwell__2020,Ashwell__2020,foliation_index,Cerebellum,Cerebellum,brain_structure_volume,Index,size index (allometric),NA,derived,Mammalia,foliation index calculated as pial surface area divided by external cerebellar surface area (PSC/ESC)
Weaver__2001,Weaver__2001_TableA-15,CQ,Cerebellum,Cerebellum,cell_counts,size.index,size index (allometric),NA,secondary,"monkeys, apes, fossil hominids, humans",cerebellar quotient = actual/predicted cerebellum size (relative index)
Weaver__2001,Weaver__2001_TableA-15,CQ,Cerebellum,Cerebellum,brain_structure_volume,size.index,size index (allometric),NA,secondary,"monkeys, apes, fossil hominids, humans",cerebellar quotient = actual/predicted cerebellum size (relative index)
Ashwell__2020,Ashwell__2020,cb_ext_surface_esa_mm2,Cerebellum,Cerebellum,cell_counts,Surface.mm2,surface area,NA,primary,Mammalia,"external surface area of the cerebellum in square millimetres, defined as the multi-sided convex polygon enclosing the cerebellar surface in contact with subarachnoid space or fourth ventricle lumen"
Ashwell__2020,Ashwell__2020,cb_ext_surface_esa_mm2,Cerebellum,Cerebellum,brain_structure_volume,Surface.mm2,surface area,NA,primary,Mammalia,"external surface area of the cerebellum in square millimetres, defined as the multi-sided convex polygon enclosing the cerebellar surface in contact with subarachnoid space or fourth ventricle lumen"
Ashwell__2020,Ashwell__2020,cb_pial_surface_psa_mm2,Cerebellum,Cerebellum,cell_counts,Surface.mm2,surface area,NA,primary,Mammalia,"total pial surface area of the cerebellum in square millimetres, including all sulci and fissures whether facing subarachnoid space or the fourth ventricle"
Ashwell__2020,Ashwell__2020,cb_pial_surface_psa_mm2,Cerebellum,Cerebellum,brain_structure_volume,Surface.mm2,surface area,NA,primary,Mammalia,"total pial surface area of the cerebellum in square millimetres, including all sulci and fissures whether facing subarachnoid space or the fourth ventricle"
Heuer_etal_2023,Heuer_etal_2023_Data,Cerebellar_section_area_mm2,Cerebellum,Cerebellum,cell_counts,area,surface area,mm2,primary,Mammals,area of the cerebellar mid-section
Heuer_etal_2023,Heuer_etal_2023_Data,Cerebellar_section_area_mm2,Cerebellum,Cerebellum,brain_structure_volume,area,surface area,mm2,primary,Mammals,area of the cerebellar mid-section
Heuer_etal_2023,Heuer_etal_2023_Data,Log10Area_cb_source,Cerebellum,Cerebellum,cell_counts,area,surface area,log10 mm2,info,Mammals,source-released log10 cerebellar section area
Heuer_etal_2023,Heuer_etal_2023_Data,Log10Area_cb_source,Cerebellum,Cerebellum,brain_structure_volume,area,surface area,log10 mm2,info,Mammals,source-released log10 cerebellar section area
Ashwell__2020,Ashwell__2020,total_cb_volume_mm3,Cerebellum,Cerebellum,cell_counts,Volume.mm3,volume,NA,primary,Mammalia,total volume of the corpus cerebelli in cubic millimetres
Ashwell__2020,Ashwell__2020,total_cb_volume_mm3,Cerebellum,Cerebellum,brain_structure_volume,Volume.mm3,volume,NA,primary,Mammalia,total volume of the corpus cerebelli in cubic millimetres
Baron_etal_1996,Baron_etal_1996_Table10,cerebellum_mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,mean,primary,Chiroptera,cerebellum volume
Baron_etal_1996,Baron_etal_1996_Table10,cerebellum_mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,mean,primary,Chiroptera,cerebellum volume
Ebinger__1974,Ebinger__1974_Tables3-4,cerebellum_mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,point,primary,Ovis,cerebellum volume
Ebinger__1974,Ebinger__1974_Tables3-4,cerebellum_mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,point,primary,Ovis,cerebellum volume
Frahm_etal_1997,Frahm_etal_1997_Table1,Cerebellum_mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,Rodentia & Insectivora,Cerebellum (Vol.mm3)
Frahm_etal_1997,Frahm_etal_1997_Table1,Cerebellum_mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,Rodentia & Insectivora,Cerebellum (Vol.mm3)
Kochiyama_etal_2018,Kochiyama_etal_2018_FossilSpecimensText,Cerebellum_Vol.cc,Cerebellum,Cerebellum,cell_counts,Vol.cc,volume,NA,primary,Homo,reconstructed cerebellar volume (as printed)
Kochiyama_etal_2018,Kochiyama_etal_2018_FossilSpecimensText,Cerebellum_Vol.cc,Cerebellum,Cerebellum,brain_structure_volume,Vol.cc,volume,NA,primary,Homo,reconstructed cerebellar volume (as printed)
Kochiyama_etal_2018,Kochiyama_etal_2018_FossilSpecimensText,Cerebellum_Vol.mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,Homo,cerebellar volume in project units
Kochiyama_etal_2018,Kochiyama_etal_2018_FossilSpecimensText,Cerebellum_Vol.mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,Homo,cerebellar volume in project units
MacLeod_etal_2003,MacLeod_etal_2003,cerebellum_volume_cm3,Cerebellum,Cerebellum,cell_counts,Volume.cm3,volume,NA,primary,Apes (Hominoidea),whole cerebellum volume
MacLeod_etal_2003,MacLeod_etal_2003,cerebellum_volume_cm3,Cerebellum,Cerebellum,brain_structure_volume,Volume.cm3,volume,NA,primary,Apes (Hominoidea),whole cerebellum volume
Reep_etal_2007,Reep_etal_2007_Table1,cerebellum_mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,Mammals,Cerebellum volume
Reep_etal_2007,Reep_etal_2007_Table1,cerebellum_mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,Mammals,Cerebellum volume
Schleifenbaum__1973,Schleifenbaum__1973_Tables1-2,cerebellum_mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,point,primary,Canis,cerebellum volume
Schleifenbaum__1973,Schleifenbaum__1973_Tables1-2,cerebellum_mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,point,primary,Canis,cerebellum volume
Semendeferi_Damasio_2000,Semendeferi_Damasio_2000_Table2,Cerebellum_Vol.mm3,cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",cerebellum volume
Semendeferi_Damasio_2000,Semendeferi_Damasio_2000_Table2,Cerebellum_Vol.mm3,cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,"Hominoidea (Homo, Pan, Gorilla, Pongo, Hylobates)",cerebellum volume
Smaers_etal_2018,Smaers_etal_2018_Figure2-data1,Cerebellum_Vol.mm3,cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,secondary,Mammalia (primates + outgroups),total cerebellum volume
Smaers_etal_2018,Smaers_etal_2018_Figure2-data1,Cerebellum_Vol.mm3,cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,secondary,Mammalia (primates + outgroups),total cerebellum volume
Stephan_Pirlot_1970,Stephan_Pirlot_1970_Table1,cerebellum_mm3,cerebellum,Cerebellum,cell_counts,volume,volume,value mm3,primary,Chiroptera,cerebellum volume (col 2)
Stephan_Pirlot_1970,Stephan_Pirlot_1970_Table1,cerebellum_mm3,cerebellum,Cerebellum,brain_structure_volume,volume,volume,value mm3,primary,Chiroptera,cerebellum volume (col 2)
Stephan_etal_1970,Stephan_etal_1970,cerebellum_mm3,Cerebellum,Cerebellum,cell_counts,Volume.mm3,volume,NA,primary,NA,cerebellum volume (Brachium and Nuclei pontis included)
Stephan_etal_1970,Stephan_etal_1970,cerebellum_mm3,Cerebellum,Cerebellum,brain_structure_volume,Volume.mm3,volume,NA,primary,NA,cerebellum volume (Brachium and Nuclei pontis included)
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Cerebellum,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",cerebellum including brachium and nuclei pontis
Stephan_etal_1981,Stephan_etal_1981_TablesI-VI,Cerebellum,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,"Insectivora, Scandentia & Primates",cerebellum including brachium and nuclei pontis
Weaver__2001,Weaver__2001_TableA-11,CBLM_cc,Cerebellum,Cerebellum,cell_counts,Vol.cc,volume,NA,primary,hominoids,cerebellum volume as printed (cc)
Weaver__2001,Weaver__2001_TableA-11,CBLM_cc,Cerebellum,Cerebellum,brain_structure_volume,Vol.cc,volume,NA,primary,hominoids,cerebellum volume as printed (cc)
Weaver__2001,Weaver__2001_TableA-11,CBLM_Vol.mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,hominoids,cerebellum volume in project units (mm3)
Weaver__2001,Weaver__2001_TableA-11,CBLM_Vol.mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,hominoids,cerebellum volume in project units (mm3)
Weaver__2001,Weaver__2001_TableA-15,CBLM_cc,Cerebellum,Cerebellum,cell_counts,Vol.cc,volume,NA,primary,"monkeys, apes, fossil hominids, humans",cerebellum volume as printed (cc)
Weaver__2001,Weaver__2001_TableA-15,CBLM_cc,Cerebellum,Cerebellum,brain_structure_volume,Vol.cc,volume,NA,primary,"monkeys, apes, fossil hominids, humans",cerebellum volume as printed (cc)
Weaver__2001,Weaver__2001_TableA-15,CBLM_Vol.mm3,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,"monkeys, apes, fossil hominids, humans",cerebellum volume in project units (mm3)
Weaver__2001,Weaver__2001_TableA-15,CBLM_Vol.mm3,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,"monkeys, apes, fossil hominids, humans",cerebellum volume in project units (mm3)
Zilles_Rehkämper_1988,Zilles_Rehkämper_1988_Table12-2,Cerebellum_without_pons,Cerebellum,Cerebellum,cell_counts,Vol.mm3,volume,NA,primary,Primates (Pongo),cerebellum (measured without the pons) fresh volume
Zilles_Rehkämper_1988,Zilles_Rehkämper_1988_Table12-2,Cerebellum_without_pons,Cerebellum,Cerebellum,brain_structure_volume,Vol.mm3,volume,NA,primary,Primates (Pongo),cerebellum (measured without the pons) fresh volume
Bush_Allman_2003,Bush_Allman_2003,cer_gray_cm3,CerebellumGrey,CerebellumGrey,brain_structure_volume,Volume.cm3,volume,NA,primary,NA,cerebellar grey matter volume
Bush_Allman_2003,Bush_Allman_2003,cer_white_cm3,CerebellumWhite,CerebellumWhite,brain_structure_volume,Volume.cm3,volume,NA,primary,NA,cerebellar white matter volume
